year,sport,event,sex,original_change_type,refined_change_type,event_family,standard_event_family,true_new_medal_opportunity_flag,restored_event_flag,rename_or_split_likely_flag,opportunity_delta_vs_prev_games,confidence_level,note
2020,Athletics,Men's 110m Hurdles,men,added,likely_renamed_or_reclassified,110m Hurdles,hurdles,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 1500m,men,added,uncertain,1500m,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 200m,men,added,uncertain,200m,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 20km Race Walk,men,added,likely_renamed_or_reclassified,20km Race Walk,race walk,0,0,1,2.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 3000m Steeplechase,men,added,likely_renamed_or_reclassified,3000m Steeplechase,steeplechase,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 4 x 100m Relay,men,added,likely_renamed_or_reclassified,4 x 100m Relay,x relay,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 4 x 100m Relay Team,men,added,likely_renamed_or_reclassified,4 x 100m Relay Team,x relay team,0,0,1,2.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 4 x 400m Relay,men,added,likely_renamed_or_reclassified,4 x 400m Relay,x relay,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 4 x 400m Relay Team,men,added,likely_renamed_or_reclassified,4 x 400m Relay Team,x relay team,0,0,1,2.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 400m,men,added,uncertain,400m,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 400m Hurdles,men,added,likely_renamed_or_reclassified,400m Hurdles,hurdles,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 5000m,men,added,uncertain,5000m,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 50km Race Walk,men,added,likely_renamed_or_reclassified,50km Race Walk,race walk,0,0,1,2.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 800m,men,added,uncertain,800m,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's Decathlon,men,added,likely_renamed_or_reclassified,Decathlon,decathlon,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's Discus Throw,men,added,likely_renamed_or_reclassified,Discus Throw,discus throw,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's Hammer Throw,men,added,likely_renamed_or_reclassified,Hammer Throw,hammer throw,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's High Jump,men,added,likely_renamed_or_reclassified,High Jump,high jump,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's Javelin Throw,men,added,likely_renamed_or_reclassified,Javelin Throw,javelin throw,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's Long Jump,men,added,likely_renamed_or_reclassified,Long Jump,long jump,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's Marathon,men,added,likely_renamed_or_reclassified,Marathon,marathon,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's Pole Vault,men,added,likely_renamed_or_reclassified,Pole Vault,pole vault,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's Shot Put,men,added,likely_renamed_or_reclassified,Shot Put,shot put,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's Triple Jump,men,added,likely_renamed_or_reclassified,Triple Jump,triple jump,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Athletics,4 x 400m Relay Mixed,mixed,added,likely_renamed_or_reclassified,4 x 400m Relay,x relay,0,0,1,0.0,low,"Same sport standardized family appears among removed events, but sex differs or is ambiguous. Rule-based classification; not a perfect rename detector."
2020,Athletics,4 x 400m Relay Mixed Team,mixed,added,true_added,4 x 400m Relay Team,x relay team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Athletics,"Athletics Women's 1,500 metres",women,removed,removed,"1,500 metres",,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,"Athletics Women's 10,000 metres",women,removed,removed,"10,000 metres",,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Women's 100 metres,women,removed,removed,100 metres,,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Women's 100 metres Hurdles,women,removed,removed,100 metres Hurdles,hurdles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Women's 20 kilometres Walk,women,removed,removed,20 kilometres Walk,walk,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Women's 200 metres,women,removed,removed,200 metres,,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,"Athletics Women's 3,000 metres Steeplechase",women,removed,removed,"3,000 metres Steeplechase",steeplechase,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Women's 4 x 100 metres Relay,women,removed,removed,4 x 100 metres Relay,x relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Women's 4 x 400 metres Relay,women,removed,removed,4 x 400 metres Relay,x relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Women's 400 metres,women,removed,removed,400 metres,,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Women's 400 metres Hurdles,women,removed,removed,400 metres Hurdles,hurdles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,"Athletics Women's 5,000 metres",women,removed,removed,"5,000 metres",,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Women's 800 metres,women,removed,removed,800 metres,,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
