year,sport,event,sex,change_type,event_family,note
2020,Canoe Sprint,Men's Canoe Single 1000m,men,added,Canoe Single 1000m,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Men's Kayak Double 1000m Team,men,added,Kayak Double 1000m Team,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Men's Kayak Four 500m Team,men,added,Kayak Four 500m Team,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Men's Kayak Single 1000m,men,added,Kayak Single 1000m,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Men's Kayak Single 200m,men,added,Kayak Single 200m,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Women's Canoe Double 500m Team,women,added,Canoe Double 500m Team,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Women's Canoe Single 200m,women,added,Canoe Single 200m,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Women's Kayak Double 500m Team,women,added,Kayak Double 500m Team,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Women's Kayak Four 500m Team,women,added,Kayak Four 500m Team,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Women's Kayak Single 200m,women,added,Kayak Single 200m,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Women's Kayak Single 500m,women,added,Kayak Single 500m,Detected from adjacent Summer Games event-set comparison.
2020,Cycling BMX Freestyle,Men's Park,men,added,Park,Detected from adjacent Summer Games event-set comparison.
2020,Cycling BMX Freestyle,Women's Park,women,added,Park,Detected from adjacent Summer Games event-set comparison.
2020,Cycling BMX Racing,Men,men,added,Men,Detected from adjacent Summer Games event-set comparison.
2020,Cycling BMX Racing,Women,women,added,Women,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Mountain Bike,Men's Cross-country,men,added,Cross-country,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Mountain Bike,Women's Cross-country,women,added,Cross-country,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Road,Men's Individual Time Trial,men,added,Individual Time Trial,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Road,Men's Road Race,men,added,Road Race,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Road,Women's Individual Time Trial,women,added,Individual Time Trial,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Road,Women's Road Race,women,added,Road Race,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Men's Keirin,men,added,Keirin,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Men's Madison Team,men,added,Madison Team,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Men's Omnium,men,added,Omnium,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Men's Sprint,men,added,Sprint,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Men's Team Pursuit Team,men,added,Team Pursuit Team,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Men's Team Sprint Team,men,added,Team Sprint Team,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Women's Keirin,women,added,Keirin,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Women's Madison Team,women,added,Madison Team,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Women's Madison,women,added,Madison,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Women's Omnium,women,added,Omnium,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Women's Sprint,women,added,Sprint,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Women's Team Pursuit Team,women,added,Team Pursuit Team,Detected from adjacent Summer Games event-set comparison.
2020,Cycling Track,Women's Team Sprint Team,women,added,Team Sprint Team,Detected from adjacent Summer Games event-set comparison.
2020,Diving,Men's 10m Platform,men,added,10m Platform,Detected from adjacent Summer Games event-set comparison.
2020,Diving,Men's 3m Springboard,men,added,3m Springboard,Detected from adjacent Summer Games event-set comparison.
2020,Diving,Men's Synchronised 10m Platform Team,men,added,Synchronised 10m Platform Team,Detected from adjacent Summer Games event-set comparison.
2020,Diving,Men's Synchronised 3m Springboard Team,men,added,Synchronised 3m Springboard Team,Detected from adjacent Summer Games event-set comparison.
2020,Diving,Women's 10m Platform,women,added,10m Platform,Detected from adjacent Summer Games event-set comparison.
2020,Diving,Women's 3m Springboard,women,added,3m Springboard,Detected from adjacent Summer Games event-set comparison.
2020,Diving,Women's Synchronised 10m Platform Team,women,added,Synchronised 10m Platform Team,Detected from adjacent Summer Games event-set comparison.
2020,Diving,Women's Synchronised 3m Springboard Team,women,added,Synchronised 3m Springboard Team,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Dressage Individual,men,added,Dressage Individual,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Dressage Individual,women,added,Dressage Individual,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Dressage Team,men,added,Dressage Team,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Dressage Team,women,added,Dressage Team,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Eventing Individual,men,added,Eventing Individual,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Eventing Individual,women,added,Eventing Individual,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Eventing Team,men,added,Eventing Team,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Eventing Team,women,added,Eventing Team,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Jumping Individual,men,added,Jumping Individual,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Jumping Individual,women,added,Jumping Individual,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Jumping Team,men,added,Jumping Team,Detected from adjacent Summer Games event-set comparison.
2020,Equestrian,Jumping Team,women,added,Jumping Team,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Men's Foil Individual,men,added,Foil Individual,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Men's Foil Team,men,added,Foil Team,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Men's Sabre Individual,men,added,Sabre Individual,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Men's Sabre Team,men,added,Sabre Team,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Men's Épée Individual,men,added,Épée Individual,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Men's Épée Team,men,added,Épée Team,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Women's Foil Individual,women,added,Foil Individual,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Women's Foil Team,women,added,Foil Team,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Women's Sabre Individual,women,added,Sabre Individual,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Women's Sabre Team,women,added,Sabre Team,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Women's Épée Individual,women,added,Épée Individual,Detected from adjacent Summer Games event-set comparison.
2020,Fencing,Women's Épée Team,women,added,Épée Team,Detected from adjacent Summer Games event-set comparison.
2020,Football,Men Team,men,added,Men Team,Detected from adjacent Summer Games event-set comparison.
2020,Football,Women Team,women,added,Women Team,Detected from adjacent Summer Games event-set comparison.
2020,Golf,Men's Individual Stroke Play,men,added,Individual Stroke Play,Detected from adjacent Summer Games event-set comparison.
2020,Golf,Women's Individual Stroke Play,women,added,Individual Stroke Play,Detected from adjacent Summer Games event-set comparison.
2020,Handball,Men Team,men,added,Men Team,Detected from adjacent Summer Games event-set comparison.
2020,Handball,Women Team,women,added,Women Team,Detected from adjacent Summer Games event-set comparison.
2020,Hockey,Men Team,men,added,Men Team,Detected from adjacent Summer Games event-set comparison.
2020,Hockey,Women Team,women,added,Women Team,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Men +100 kg,men,added,Men +100 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Men -100 kg,men,added,Men -100 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Men -60 kg,men,added,Men -60 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Men -66 kg,men,added,Men -66 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Men -73 kg,men,added,Men -73 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Men -81 kg,men,added,Men -81 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Men -90 kg,men,added,Men -90 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Mixed Team,mixed,added,Team,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Women +78 kg,women,added,Women +78 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Women -48 kg,women,added,Women -48 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Women -52 kg,women,added,Women -52 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Women -57 kg,women,added,Women -57 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Women -63 kg,women,added,Women -63 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Women -70 kg,women,added,Women -70 kg,Detected from adjacent Summer Games event-set comparison.
2020,Judo,Women -78 kg,women,added,Women -78 kg,Detected from adjacent Summer Games event-set comparison.
2020,Karate,Men's Kata,men,added,Kata,Detected from adjacent Summer Games event-set comparison.
2020,Karate,Men's Kumite +75kg,men,added,Kumite +75kg,Detected from adjacent Summer Games event-set comparison.
2020,Karate,Men's Kumite -67kg,men,added,Kumite -67kg,Detected from adjacent Summer Games event-set comparison.
2020,Karate,Men's Kumite -75kg,men,added,Kumite -75kg,Detected from adjacent Summer Games event-set comparison.
2020,Karate,Women's Kata,women,added,Kata,Detected from adjacent Summer Games event-set comparison.
2020,Karate,Women's Kumite +61kg,women,added,Kumite +61kg,Detected from adjacent Summer Games event-set comparison.
2020,Karate,Women's Kumite -55kg,women,added,Kumite -55kg,Detected from adjacent Summer Games event-set comparison.
2020,Karate,Women's Kumite -61kg,women,added,Kumite -61kg,Detected from adjacent Summer Games event-set comparison.
2020,Marathon Swimming,Men's 10km,men,added,10km,Detected from adjacent Summer Games event-set comparison.
2020,Marathon Swimming,Women's 10km,women,added,10km,Detected from adjacent Summer Games event-set comparison.
2020,Modern Pentathlon,Men's Individual,men,added,Individual,Detected from adjacent Summer Games event-set comparison.
2020,Modern Pentathlon,Women's Individual,women,added,Individual,Detected from adjacent Summer Games event-set comparison.
2020,Rhythmic Gymnastics,Group All-Around Team,women,added,Group All-Around Team,Detected from adjacent Summer Games event-set comparison.
2020,Rhythmic Gymnastics,Individual All-Around,women,added,Individual All-Around,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Lightweight Men's Double Sculls Team,men,added,Lightweight Double Sculls Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Lightweight Women's Double Sculls Team,women,added,Lightweight Double Sculls Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Men's Double Sculls Team,men,added,Double Sculls Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Men's Eight Team,men,added,Eight Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Men's Eight Team,women,added,Eight Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Men's Four Team,men,added,Four Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Men's Pair Team,men,added,Pair Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Men's Quadruple Sculls Team,men,added,Quadruple Sculls Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Men's Single Sculls,men,added,Single Sculls,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Women's Double Sculls Team,women,added,Double Sculls Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Women's Eight Team,women,added,Eight Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Women's Four Team,women,added,Four Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Women's Pair Team,women,added,Pair Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Women's Quadruple Sculls Team,women,added,Quadruple Sculls Team,Detected from adjacent Summer Games event-set comparison.
2020,Rowing,Women's Single Sculls,women,added,Single Sculls,Detected from adjacent Summer Games event-set comparison.
2020,Rugby Sevens,Men Team,men,added,Men Team,Detected from adjacent Summer Games event-set comparison.
2020,Rugby Sevens,Women Team,women,added,Women Team,Detected from adjacent Summer Games event-set comparison.
